date,gate,strike_mode,side,skipped,skip_reason,entry_ts,spot_entry,call_strike,put_strike,target_call_K,chosen_call_K,call_gap,target_put_K,chosen_put_K,put_gap,strike_ok,strikes_available,call_mark,put_mark,call_fill,put_fill,qty,entry_fee,entry_slip_cost,exit_fee,exit_slip_cost,settle_ts,settle_spot,settle_hhmm,call_payoff,put_payoff,settlement_pay,premium_pnl,gross_pnl,net_pnl,sig,sig_decile,threshold,prev_rvol,overnight,overnight_move_pct,gate_decision
2025-11-25,none,premium,sell,0,,1764041400,87864.5000,88400,87400,89800,88400,1400,85800,87400,1600,1,1,229.027102,249.905631,226.304898,246.935266,100,1.954482,0.569257,0.000000,0.000000,1764072000,87325.5000,17:30,0.000000,7.450000,7.450000,47.324016,39.874016,37.919535,0.836066,9,0.9000,0.00070204,0.01881334,1.881334,sell
2025-11-26,none,premium,sell,0,,1764127800,87749.5000,88000,87600,89800,88000,1800,85800,87600,1800,1,1,265.450817,279.982215,262.295683,276.654361,100,2.070888,0.648299,0.000000,0.000000,1764158400,87093.0000,17:30,0.000000,50.700000,50.700000,53.895004,3.195004,1.124116,0.395161,4,0.9000,0.00044553,0.00491869,0.491869,sell
2025-11-27,none,premium,sell,0,,1764214200,91212.5000,91800,90800,93200,91800,1400,89200,90800,1600,1,1,251.038321,261.635248,248.054493,258.525465,100,2.092175,0.609361,0.000000,0.000000,1764244800,91342.0000,17:30,0.000000,0.000000,0.000000,50.657996,50.657996,48.565821,0.753968,8,0.9000,0.00042620,0.04772106,4.772106,sell
2025-11-28,none,premium,sell,0,,1764300600,91181.5000,91400,91000,93200,91400,1800,89200,91000,1800,1,1,255.956070,237.773581,252.913790,234.947417,100,2.014867,0.586844,0.000000,0.000000,1764331200,91403.0000,17:30,0.300000,0.000000,0.300000,48.786121,48.486121,46.471254,0.281250,3,0.9000,0.00040444,0.00177353,0.177353,sell
2025-11-03,flat,premium,sell,0,,1762140600,108043.0000,109000,106800,110000,109000,1000,106000,106800,800,1,1,298.522407,304.734759,294.974186,302.486503,100,2.467513,0.579648,0.000000,0.000000,1762171200,107759.5000,17:30,0.000000,0.000000,0.000000,59.746069,59.746069,57.278556,0.655556,7,0.9000,0.00032237,0.02801443,2.801443,sell
2025-11-04,flat,premium,sell,0,,1762227000,106874.0000,107200,106600,108800,107200,1600,104800,106600,1800,1,1,318.982248,318.602173,316.628878,316.251608,100,2.522226,0.470394,0.000000,0.000000,1762257600,104445.5000,17:30,0.000000,215.450000,215.450000,63.288049,-152.161951,-154.684178,0.619565,7,0.9000,0.00059857,0.00811612,0.811612,sell
2025-11-05,flat,premium,flat,1,gate_flat,0,0.0000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,100,0.000000,0.000000,0.000000,0.000000,0,0.0000,00:00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.968085,10,0.9000,0.00074473,0.02389960,2.389960,flat
2025-11-06,flat,premium,sell,0,,1762399800,103660.0000,104000,103400,105600,104000,1600,101600,103400,1800,1,1,288.499293,317.772831,285.070206,315.428384,100,2.400528,0.577353,0.000000,0.000000,1762430400,103153.5000,17:30,0.000000,24.650000,24.650000,60.049859,35.399859,32.999331,0.822917,9,0.9000,0.00066096,0.01598565,1.598565,sell
2025-11-07,flat,premium,sell,0,,1762486200,102198.0000,102800,101800,104200,102800,1400,100200,101800,1600,1,1,282.276280,295.686057,278.921159,292.171549,100,2.357881,0.686963,0.000000,0.000000,1762516800,100400.0000,17:30,0.000000,140.000000,140.000000,57.109271,-82.890729,-85.248610,0.602041,7,0.9000,0.00055441,0.00963733,0.963733,sell
2025-11-10,flat,premium,sell,0,,1762745400,105952.0000,106600,105600,108000,106600,1400,104000,105600,1600,1,1,282.636945,330.183362,279.277537,327.747353,100,2.403650,0.579542,0.000000,0.000000,1762776000,106150.5000,17:30,0.000000,0.000000,0.000000,60.702489,60.702489,58.298839,0.740000,8,0.9000,0.00035702,0.03662104,3.662104,sell
2025-11-11,flat,premium,sell,0,,1762831800,106677.0000,107200,106400,108600,107200,1400,104600,106400,1800,1,1,295.563788,326.021702,292.050733,323.616397,100,2.464958,0.591836,0.000000,0.000000,1762862400,105232.5000,17:30,0.000000,116.750000,116.750000,61.566713,-55.183287,-57.648245,0.431373,5,0.9000,0.00041385,0.00499308,0.499308,sell
2025-11-12,flat,premium,sell,0,,1762918200,103278.0000,103600,103000,105200,103600,1600,101200,103000,1800,1,1,285.024110,269.367894,281.636329,266.166202,100,2.262424,0.658947,0.000000,0.000000,1762948800,104955.0000,17:30,135.500000,0.000000,135.500000,54.780253,-80.719747,-82.982171,0.730769,8,0.9000,0.00046160,0.01889947,1.889947,sell
2025-11-13,flat,premium,sell,0,,1763004600,102395.0000,103000,102000,104400,103000,1400,100400,102000,1600,1,1,275.461656,303.239680,272.187533,301.002455,100,2.332396,0.551135,0.000000,0.000000,1763035200,102961.5000,17:30,0.000000,0.000000,0.000000,57.318999,57.318999,54.986603,0.792453,8,0.9000,0.00045285,0.02472128,2.472128,sell
2025-11-14,flat,premium,flat,1,gate_flat,0,0.0000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,100,0.000000,0.000000,0.000000,0.000000,0,0.0000,00:00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.925926,10,0.9000,0.00065989,0.03542416,3.542416,flat
2025-11-17,flat,premium,sell,0,,1763350200,95469.0000,96400,94600,97400,96400,1000,93400,94600,1200,1,1,272.183313,265.894085,268.948156,262.733682,100,2.195846,0.639556,0.000000,0.000000,1763380800,95471.5000,17:30,0.000000,0.000000,0.000000,53.168184,53.168184,50.972338,0.290909,3,0.9000,0.00040295,0.00134418,0.134418,sell
2025-11-18,flat,premium,sell,1,CHAIN_ONE_SIDED,1763436600,89781.0000,0,0,91800,0,0,87800,0,0,0,0,0.000000,0.000000,0.000000,0.000000,100,0.000000,0.000000,0.000000,0.000000,0,0.0000,00:00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.830357,9,0.9000,0.00048263,0.06028334,6.028334,sell
2025-11-19,flat,premium,sell,0,,1763523000,92217.0000,92800,91600,94200,92800,1400,90200,91600,1400,1,1,239.387657,274.110247,236.542308,270.852187,100,2.065080,0.610341,0.000000,0.000000,1763553600,91408.0000,17:30,0.000000,19.200000,19.200000,50.739449,31.539449,29.474369,0.666667,7,0.9000,0.00080289,0.00803437,0.803437,sell
2025-11-20,flat,premium,sell,0,,1763609400,92419.0000,93000,92000,94400,93000,1400,90400,92000,1600,1,1,269.872926,287.160700,266.665231,283.747523,100,2.181088,0.662087,0.000000,0.000000,1763640000,91885.5000,17:30,0.000000,11.450000,11.450000,55.041275,43.591275,41.410187,0.689655,7,0.9000,0.00061263,0.01135904,1.135904,sell
2025-11-21,flat,premium,sell,0,,1763695800,85784.0000,87000,84800,87800,87000,800,83800,84800,1000,1,1,227.002885,331.212125,224.304741,328.768526,100,1.938630,0.514174,0.000000,0.000000,1763726400,82283.0000,17:30,0.000000,251.700000,251.700000,55.307327,-196.392673,-198.331303,0.864407,9,0.9000,0.00054800,0.06657091,6.657091,sell
2025-11-24,flat,premium,sell,0,,1763955000,87533.5000,88400,86800,89600,88400,1200,85600,86800,1200,1,1,238.940354,274.564315,236.100322,271.300858,100,2.007990,0.610349,0.000000,0.000000,1763985600,86164.0000,17:30,0.000000,63.600000,63.600000,50.740118,-12.859882,-14.867872,0.691667,7,0.9000,0.00051950,0.01431079,1.431079,sell
2025-11-25,flat,premium,sell,0,,1764041400,87864.5000,88400,87400,89800,88400,1400,85800,87400,1600,1,1,229.027102,249.905631,226.304898,246.935266,100,1.954482,0.569257,0.000000,0.000000,1764072000,87325.5000,17:30,0.000000,7.450000,7.450000,47.324016,39.874016,37.919535,0.836066,9,0.9000,0.00070204,0.01881334,1.881334,sell
2025-11-26,flat,premium,sell,0,,1764127800,87749.5000,88000,87600,89800,88000,1800,85800,87600,1800,1,1,265.450817,279.982215,262.295683,276.654361,100,2.070888,0.648299,0.000000,0.000000,1764158400,87093.0000,17:30,0.000000,50.700000,50.700000,53.895004,3.195004,1.124116,0.395161,4,0.9000,0.00044553,0.00491869,0.491869,sell
2025-11-27,flat,premium,sell,0,,1764214200,91212.5000,91800,90800,93200,91800,1400,89200,90800,1600,1,1,251.038321,261.635248,248.054493,258.525465,100,2.092175,0.609361,0.000000,0.000000,1764244800,91342.0000,17:30,0.000000,0.000000,0.000000,50.657996,50.657996,48.565821,0.753968,8,0.9000,0.00042620,0.04772106,4.772106,sell
2025-11-28,flat,premium,sell,0,,1764300600,91181.5000,91400,91000,93200,91400,1800,89200,91000,1800,1,1,255.956070,237.773581,252.913790,234.947417,100,2.014867,0.586844,0.000000,0.000000,1764331200,91403.0000,17:30,0.300000,0.000000,0.300000,48.786121,48.486121,46.471254,0.281250,3,0.9000,0.00040444,0.00177353,0.177353,sell
2025-11-03,switch,premium,sell,0,,1762140600,108043.0000,109000,106800,110000,109000,1000,106000,106800,800,1,1,298.522407,304.734759,294.974186,302.486503,100,2.467513,0.579648,0.000000,0.000000,1762171200,107759.5000,17:30,0.000000,0.000000,0.000000,59.746069,59.746069,57.278556,0.655556,7,0.9000,0.00032237,0.02801443,2.801443,sell
2025-11-04,switch,premium,sell,0,,1762227000,106874.0000,107200,106600,108800,107200,1600,104800,106600,1800,1,1,318.982248,318.602173,316.628878,316.251608,100,2.522226,0.470394,0.000000,0.000000,1762257600,104445.5000,17:30,0.000000,215.450000,215.450000,63.288049,-152.161951,-154.684178,0.619565,7,0.9000,0.00059857,0.00811612,0.811612,sell
2025-11-05,switch,premium,buy,0,,1762313400,102043.0000,103200,102000,104000,103200,800,100000,102000,2000,1,1,297.392605,677.159939,300.927398,681.415467,100,2.408215,0.779032,0.000000,0.000000,1762344000,101976.5000,17:30,0.000000,2.350000,2.350000,-98.234286,-95.884286,-98.292501,0.968085,10,0.9000,0.00074473,0.02389960,2.389960,buy
2025-11-06,switch,premium,sell,0,,1762399800,103660.0000,104000,103400,105600,104000,1600,101600,103400,1800,1,1,288.499293,317.772831,285.070206,315.428384,100,2.400528,0.577353,0.000000,0.000000,1762430400,103153.5000,17:30,0.000000,24.650000,24.650000,60.049859,35.399859,32.999331,0.822917,9,0.9000,0.00066096,0.01598565,1.598565,sell
2025-11-07,switch,premium,sell,0,,1762486200,102198.0000,102800,101800,104200,102800,1400,100200,101800,1600,1,1,282.276280,295.686057,278.921159,292.171549,100,2.357881,0.686963,0.000000,0.000000,1762516800,100400.0000,17:30,0.000000,140.000000,140.000000,57.109271,-82.890729,-85.248610,0.602041,7,0.9000,0.00055441,0.00963733,0.963733,sell
2025-11-10,switch,premium,sell,0,,1762745400,105952.0000,106600,105600,108000,106600,1400,104000,105600,1600,1,1,282.636945,330.183362,279.277537,327.747353,100,2.403650,0.579542,0.000000,0.000000,1762776000,106150.5000,17:30,0.000000,0.000000,0.000000,60.702489,60.702489,58.298839,0.740000,8,0.9000,0.00035702,0.03662104,3.662104,sell
2025-11-11,switch,premium,sell,0,,1762831800,106677.0000,107200,106400,108600,107200,1400,104600,106400,1800,1,1,295.563788,326.021702,292.050733,323.616397,100,2.464958,0.591836,0.000000,0.000000,1762862400,105232.5000,17:30,0.000000,116.750000,116.750000,61.566713,-55.183287,-57.648245,0.431373,5,0.9000,0.00041385,0.00499308,0.499308,sell
2025-11-12,switch,premium,sell,0,,1762918200,103278.0000,103600,103000,105200,103600,1600,101200,103000,1800,1,1,285.024110,269.367894,281.636329,266.166202,100,2.262424,0.658947,0.000000,0.000000,1762948800,104955.0000,17:30,135.500000,0.000000,135.500000,54.780253,-80.719747,-82.982171,0.730769,8,0.9000,0.00046160,0.01889947,1.889947,sell
2025-11-13,switch,premium,sell,0,,1763004600,102395.0000,103000,102000,104400,103000,1400,100400,102000,1600,1,1,275.461656,303.239680,272.187533,301.002455,100,2.332396,0.551135,0.000000,0.000000,1763035200,102961.5000,17:30,0.000000,0.000000,0.000000,57.318999,57.318999,54.986603,0.792453,8,0.9000,0.00045285,0.02472128,2.472128,sell
2025-11-14,switch,premium,buy,0,,1763091000,99264.5000,99800,98600,101200,99800,1400,97200,98600,1400,1,1,305.207447,269.816027,307.459190,273.023046,100,2.298906,0.545876,0.000000,0.000000,1763121600,96032.0000,17:30,0.000000,256.800000,256.800000,-58.048224,198.751776,196.452870,0.925926,10,0.9000,0.00065989,0.03542416,3.542416,buy
2025-11-17,switch,premium,sell,0,,1763350200,95469.0000,96400,94600,97400,96400,1000,93400,94600,1200,1,1,272.183313,265.894085,268.948156,262.733682,100,2.195846,0.639556,0.000000,0.000000,1763380800,95471.5000,17:30,0.000000,0.000000,0.000000,53.168184,53.168184,50.972338,0.290909,3,0.9000,0.00040295,0.00134418,0.134418,sell
2025-11-18,switch,premium,sell,1,CHAIN_ONE_SIDED,1763436600,89781.0000,0,0,91800,0,0,87800,0,0,0,0,0.000000,0.000000,0.000000,0.000000,100,0.000000,0.000000,0.000000,0.000000,0,0.0000,00:00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.830357,9,0.9000,0.00048263,0.06028334,6.028334,sell
2025-11-19,switch,premium,sell,0,,1763523000,92217.0000,92800,91600,94200,92800,1400,90200,91600,1400,1,1,239.387657,274.110247,236.542308,270.852187,100,2.065080,0.610341,0.000000,0.000000,1763553600,91408.0000,17:30,0.000000,19.200000,19.200000,50.739449,31.539449,29.474369,0.666667,7,0.9000,0.00080289,0.00803437,0.803437,sell
2025-11-20,switch,premium,sell,0,,1763609400,92419.0000,93000,92000,94400,93000,1400,90400,92000,1600,1,1,269.872926,287.160700,266.665231,283.747523,100,2.181088,0.662087,0.000000,0.000000,1763640000,91885.5000,17:30,0.000000,11.450000,11.450000,55.041275,43.591275,41.410187,0.689655,7,0.9000,0.00061263,0.01135904,1.135904,sell
2025-11-21,switch,premium,sell,0,,1763695800,85784.0000,87000,84800,87800,87000,800,83800,84800,1000,1,1,227.002885,331.212125,224.304741,328.768526,100,1.938630,0.514174,0.000000,0.000000,1763726400,82283.0000,17:30,0.000000,251.700000,251.700000,55.307327,-196.392673,-198.331303,0.864407,9,0.9000,0.00054800,0.06657091,6.657091,sell
2025-11-24,switch,premium,sell,0,,1763955000,87533.5000,88400,86800,89600,88400,1200,85600,86800,1200,1,1,238.940354,274.564315,236.100322,271.300858,100,2.007990,0.610349,0.000000,0.000000,1763985600,86164.0000,17:30,0.000000,63.600000,63.600000,50.740118,-12.859882,-14.867872,0.691667,7,0.9000,0.00051950,0.01431079,1.431079,sell
2025-11-25,switch,premium,sell,0,,1764041400,87864.5000,88400,87400,89800,88400,1400,85800,87400,1600,1,1,229.027102,249.905631,226.304898,246.935266,100,1.954482,0.569257,0.000000,0.000000,1764072000,87325.5000,17:30,0.000000,7.450000,7.450000,47.324016,39.874016,37.919535,0.836066,9,0.9000,0.00070204,0.01881334,1.881334,sell
2025-11-26,switch,premium,sell,0,,1764127800,87749.5000,88000,87600,89800,88000,1800,85800,87600,1800,1,1,265.450817,279.982215,262.295683,276.654361,100,2.070888,0.648299,0.000000,0.000000,1764158400,87093.0000,17:30,0.000000,50.700000,50.700000,53.895004,3.195004,1.124116,0.395161,4,0.9000,0.00044553,0.00491869,0.491869,sell
2025-11-27,switch,premium,sell,0,,1764214200,91212.5000,91800,90800,93200,91800,1400,89200,90800,1600,1,1,251.038321,261.635248,248.054493,258.525465,100,2.092175,0.609361,0.000000,0.000000,1764244800,91342.0000,17:30,0.000000,0.000000,0.000000,50.657996,50.657996,48.565821,0.753968,8,0.9000,0.00042620,0.04772106,4.772106,sell
2025-11-28,switch,premium,sell,0,,1764300600,91181.5000,91400,91000,93200,91400,1800,89200,91000,1800,1,1,255.956070,237.773581,252.913790,234.947417,100,2.014867,0.586844,0.000000,0.000000,1764331200,91403.0000,17:30,0.300000,0.000000,0.300000,48.786121,48.486121,46.471254,0.281250,3,0.9000,0.00040444,0.00177353,0.177353,sell
