time_of_day,dte,strike_mode,adjustment_setting,wing,fill_package,n,mean,median,ci_lo,ci_hi,p5,worst,worst_date,sortino_per_cycle,mdd,surf_wing_pct
11:00,0,A100,none,2000,taker,372,0.009779,0.641824,-0.137763,0.149208,-2.947110,-7.343996,2025-11-21,0.007467,33.734233,19.09
15:00,0,B15,none,3000,taker,377,0.005875,0.262665,-0.085960,0.088716,-1.557810,-6.636485,2026-02-27,0.007399,27.941285,32.36
11:00,0,A200,none,3000,maker,379,0.011815,0.656718,-0.179289,0.186884,-3.540184,-10.214092,2025-11-21,0.007369,44.952858,27.18
09:00,0,A300,none,OFF,taker,386,0.013031,0.647475,-0.195634,0.219194,-4.131629,-10.480853,2025-10-17,0.007348,49.313056,0.00
15:00,0,A50,none,OFF,maker,386,0.005465,0.325958,-0.082276,0.086574,-1.663148,-6.624868,2026-02-27,0.006995,25.212980,0.00
09:00,2,A200,none,OFF,taker,386,0.025132,1.474421,-0.392965,0.407915,-8.681512,-27.761166,2025-07-09,0.006692,99.830898,0.00
11:00,0,B10,none,1000,taker,375,0.005683,0.302302,-0.093281,0.095667,-2.214096,-3.775466,2026-02-14,0.006671,25.322613,10.13
13:00,0,B10,none,3000,taker,381,0.007633,0.278691,-0.121107,0.116258,-1.669501,-15.154505,2025-11-21,0.006635,25.215048,34.91
11:00,1,B10,none,OFF,maker,376,0.019668,0.974039,-0.326308,0.316137,-5.802608,-26.999272,2025-11-20,0.006595,55.941451,0.00
13:00,1,B20,none,OFF,taker,383,0.023835,1.526250,-0.407439,0.425082,-7.609984,-28.270489,2025-10-10,0.006498,74.098477,0.00
11:00,0,B15,none,4000,maker,376,0.008548,0.472127,-0.145983,0.149607,-2.864892,-9.755562,2026-03-04,0.006392,37.340951,40.69
11:00,0,A50,none,1500,taker,370,0.005967,0.334984,-0.096098,0.103833,-2.112592,-6.019005,2026-03-04,0.006325,27.758643,17.30
13:00,3,B10,none,3000,maker,17,0.015276,1.104343,-1.508736,1.019250,-4.051942,-10.668268,2026-06-02,0.005730,10.668268,58.82
13:00,0,B40,none,4000,maker,379,0.007969,0.359131,-0.184340,0.182956,-3.260646,-18.213156,2025-11-21,0.005032,36.048861,40.37
13:00,0,B15,none,4000,maker,382,0.005777,0.378028,-0.129122,0.125131,-2.182693,-9.937847,2025-11-21,0.005007,25.565671,37.96
13:00,0,A150,none,4000,taker,379,0.007190,0.450267,-0.157979,0.157637,-2.671894,-16.307169,2025-11-21,0.004986,31.906551,41.16
13:00,0,A50,none,1000,taker,378,0.004639,0.314855,-0.102541,0.097479,-1.706242,-11.574997,2025-11-21,0.004856,26.571337,6.35
13:00,2,A200,none,OFF,maker,385,0.017365,1.487902,-0.408042,0.404110,-9.015078,-27.442878,2025-07-09,0.004620,109.100409,0.00
13:00,0,A100,none,1000,maker,385,0.004757,0.526099,-0.113444,0.119272,-2.547342,-11.368379,2025-11-21,0.004529,27.290614,2.34
09:00,0,A200,none,OFF,taker,386,0.007445,0.718458,-0.185746,0.197225,-3.889061,-9.995236,2025-10-17,0.004466,47.007091,0.00
09:00,0,A150,none,OFF,taker,386,0.006825,0.851192,-0.171689,0.173408,-3.614011,-9.944203,2025-10-17,0.004398,41.988398,0.00
11:00,0,B15,none,2000,maker,380,0.005470,0.470084,-0.135918,0.142065,-3.048760,-7.184352,2025-10-17,0.004355,36.252991,21.58
13:00,1,B15,none,OFF,taker,383,0.011917,1.250145,-0.368296,0.359396,-6.640281,-26.726823,2025-11-20,0.003576,76.728903,0.00
11:00,0,A100,none,3000,taker,371,0.004719,0.646902,-0.153546,0.150559,-2.950780,-9.163058,2026-03-04,0.003443,34.924049,28.30
13:00,1,B30,none,OFF,taker,383,0.013251,1.398544,-0.474314,0.470843,-8.413900,-29.322823,2025-11-20,0.003269,79.432129,0.00
11:00,0,B15,none,1500,maker,381,0.003817,0.461368,-0.127802,0.131637,-3.066326,-5.714681,2025-12-29,0.003200,36.007407,14.96
13:00,0,A100,none,4000,taker,379,0.004199,0.580926,-0.148569,0.140576,-2.396116,-15.151589,2025-11-21,0.003194,34.003048,40.37
13:00,1,B40,none,OFF,taker,383,0.013190,1.165645,-0.501000,0.517040,-8.893275,-29.610823,2025-11-20,0.003103,86.542021,0.00
11:00,0,A150,none,1000,maker,377,0.003236,0.610900,-0.125018,0.125660,-3.014775,-3.363166,2026-02-02,0.003054,33.575267,3.18
15:00,2,A100,none,OFF,taker,385,0.007853,0.839821,-0.362526,0.337953,-6.094660,-24.754379,2025-07-09,0.002384,79.891402,0.00
15:00,0,A50,none,4000,taker,374,0.001786,0.313546,-0.082764,0.079827,-1.718996,-6.632319,2026-02-27,0.002340,25.353164,40.37
13:00,3,B25,none,OFF,taker,19,0.013909,3.201759,-3.420155,2.770126,-11.827007,-22.585999,2026-06-02,0.002335,23.011209,0.00
11:00,0,A50,none,2000,taker,370,0.002304,0.339852,-0.107789,0.103414,-2.109718,-7.611508,2026-03-04,0.002305,29.235390,24.05
15:00,0,B10,none,3000,taker,378,0.001426,0.178986,-0.075185,0.068540,-1.204156,-5.976904,2026-02-27,0.002126,22.919928,31.75
11:00,0,B20,none,4000,maker,377,0.001528,0.545719,-0.167302,0.159163,-3.200127,-9.967088,2025-11-21,0.001041,39.037574,36.34
11:00,1,B15,none,OFF,taker,376,0.002298,1.265277,-0.381050,0.355316,-7.023580,-28.555425,2025-11-20,0.000678,60.923409,0.00
15:00,2,A100,none,OFF,maker,385,0.000995,0.832152,-0.358754,0.332803,-6.077860,-24.685353,2025-07-09,0.000302,80.663603,0.00
13:00,0,A150,none,1000,maker,386,-0.000068,0.366017,-0.129634,0.117875,-2.789084,-10.335662,2025-11-21,-0.000064,23.884523,1.55
11:00,0,A50,none,3000,taker,369,-0.000445,0.345635,-0.114354,0.100299,-2.111947,-8.667875,2026-03-04,-0.000435,30.076499,37.40
13:00,2,B10,none,OFF,maker,300,-0.002506,1.150440,-0.484488,0.425987,-8.114823,-24.543862,2025-10-10,-0.000672,70.221654,0.00
11:00,1,A100,none,OFF,maker,381,-0.002024,0.770795,-0.273021,0.241482,-4.708727,-20.104875,2025-11-20,-0.000824,57.229646,0.00
13:00,2,B10,none,OFF,taker,300,-0.003366,1.140853,-0.484016,0.432976,-8.114823,-24.543862,2025-10-10,-0.000901,71.587406,0.00
11:00,1,B15,none,OFF,maker,376,-0.003442,1.253788,-0.394912,0.350766,-7.167461,-28.555425,2025-11-20,-0.001006,65.085732,0.00
11:00,0,A50,none,4000,taker,368,-0.001479,0.345232,-0.115900,0.100253,-2.115383,-8.666600,2026-03-04,-0.001445,30.044664,43.75
11:00,0,A100,none,OFF,maker,381,-0.002844,0.663804,-0.157825,0.140752,-2.765170,-9.143223,2026-03-04,-0.002080,37.642657,0.00
13:00,3,B10,none,3000,taker,17,-0.006112,1.104343,-1.605967,1.013717,-4.103230,-10.924709,2026-06-02,-0.002242,10.924709,52.94
09:00,2,A200,none,OFF,maker,386,-0.008568,1.472563,-0.428439,0.381976,-8.926149,-27.749662,2025-07-09,-0.002247,108.125106,0.00
15:00,3,B10,none,2000,taker,11,-0.002570,0.865966,-0.868618,0.760297,-2.469276,-2.595267,2025-09-23,-0.002309,2.676815,36.36
13:00,0,A100,none,1500,maker,385,-0.002933,0.556120,-0.143476,0.126411,-2.473113,-13.694998,2025-11-21,-0.002342,35.715003,12.47
13:00,0,A100,none,2000,maker,385,-0.003317,0.560232,-0.151778,0.130984,-2.436450,-14.419739,2025-11-21,-0.002559,36.337924,17.92
13:00,1,B15,none,OFF,maker,383,-0.009118,1.223301,-0.393983,0.343038,-7.043283,-26.726823,2025-11-20,-0.002722,77.009225,0.00
13:00,1,B20,none,OFF,maker,383,-0.010330,1.510911,-0.433729,0.392293,-7.614778,-28.266489,2025-10-10,-0.002779,77.636255,0.00
13:00,0,B10,none,1000,maker,386,-0.002731,0.264274,-0.108574,0.091305,-1.914180,-11.368379,2025-11-21,-0.002854,25.441304,6.74
11:00,0,B20,none,2000,maker,380,-0.004093,0.540152,-0.162366,0.148283,-3.362449,-6.998917,2026-03-04,-0.002969,41.188949,17.63
13:00,1,B25,none,OFF,taker,383,-0.012326,1.495572,-0.481109,0.415820,-8.389933,-28.454823,2025-11-20,-0.003123,79.760891,0.00
11:00,0,B15,none,3000,maker,379,-0.004519,0.469108,-0.161271,0.136257,-3.037357,-9.751482,2026-03-04,-0.003301,38.212821,30.61
13:00,1,A150,none,OFF,taker,386,-0.009529,1.102505,-0.320178,0.285085,-6.001219,-23.735708,2025-10-10,-0.003338,69.936773,0.00
13:00,1,B40,none,OFF,maker,383,-0.014750,1.083582,-0.528912,0.477132,-9.005451,-29.610823,2025-11-20,-0.003456,89.237221,0.00
11:00,0,A50,none,OFF,maker,381,-0.003738,0.360088,-0.120711,0.103018,-2.181859,-8.669181,2026-03-04,-0.003522,29.753844,0.00
11:00,0,B20,none,1500,maker,381,-0.004660,0.534803,-0.159159,0.138777,-3.342016,-5.699202,2025-08-07,-0.003565,40.514922,13.39
11:00,0,A150,none,4000,maker,373,-0.005727,0.669292,-0.182530,0.158412,-3.228817,-9.629013,2026-03-04,-0.003812,41.859344,36.73
09:00,0,A100,none,OFF,taker,386,-0.005288,0.699084,-0.162419,0.141974,-3.254537,-8.835058,2025-10-17,-0.003823,35.567695,0.00
15:00,1,A50,none,OFF,maker,386,-0.007388,0.394984,-0.210565,0.170640,-2.846020,-21.325676,2025-10-10,-0.004027,43.681070,0.00
11:00,0,B10,none,1500,taker,375,-0.004360,0.316642,-0.118780,0.099444,-2.189227,-5.847689,2026-03-04,-0.004248,30.184547,17.07
13:00,0,A100,none,3000,maker,380,-0.006488,0.560307,-0.157313,0.129382,-2.435207,-15.134584,2025-11-21,-0.004892,37.014092,33.16
13:00,0,A150,none,3000,maker,383,-0.007168,0.436382,-0.174346,0.143855,-2.718112,-16.400956,2025-11-21,-0.004965,33.679311,31.85
13:00,1,A150,none,OFF,maker,386,-0.015432,1.104422,-0.335868,0.269836,-5.947699,-23.712699,2025-10-10,-0.005412,69.586501,0.00
13:00,0,B10,none,4000,taker,379,-0.007228,0.274099,-0.134784,0.102134,-1.669535,-15.151589,2025-11-21,-0.006247,27.290017,39.31
15:00,0,B10,none,4000,taker,376,-0.004353,0.178278,-0.081586,0.066362,-1.120161,-5.971490,2026-02-27,-0.006306,25.853623,41.49
09:00,1,B20,none,OFF,taker,377,-0.024874,1.554140,-0.465946,0.409193,-8.472865,-29.523244,2025-11-20,-0.006357,83.657324,0.00
13:00,0,B10,none,2000,maker,385,-0.007506,0.279696,-0.133657,0.102928,-1.852867,-14.419739,2025-11-21,-0.006527,30.551992,23.64
13:00,0,A150,none,2000,maker,386,-0.009637,0.425612,-0.173677,0.139561,-2.729267,-14.957205,2025-11-21,-0.006888,33.934378,14.51
11:00,0,A150,none,1500,maker,377,-0.009833,0.662627,-0.171195,0.145141,-3.326471,-5.472604,2025-11-21,-0.007267,40.316559,11.67
09:00,0,B15,none,OFF,maker,386,-0.010431,0.521533,-0.174289,0.140261,-3.411662,-9.401135,2025-10-17,-0.007315,31.986046,0.00
13:00,3,B25,none,OFF,maker,19,-0.044197,3.149759,-3.469587,2.710497,-11.961407,-22.777999,2026-06-02,-0.007320,23.279209,0.00
11:00,0,B20,none,3000,maker,381,-0.011165,0.544673,-0.176375,0.153406,-3.315359,-10.014216,2025-11-21,-0.007444,42.577191,29.92
13:00,1,B30,none,OFF,maker,383,-0.030873,1.269996,-0.507031,0.418812,-8.460300,-29.442823,2025-11-20,-0.007563,83.759523,0.00
09:00,0,B40,none,4000,taker,385,-0.014236,0.557426,-0.239680,0.211929,-4.233016,-10.208929,2025-10-17,-0.007744,53.929817,29.09
09:00,1,B40,none,OFF,taker,377,-0.038878,1.189154,-0.578558,0.490982,-9.927927,-31.355244,2025-11-20,-0.008690,79.706682,0.00
11:00,0,B10,none,2000,taker,375,-0.009650,0.321549,-0.130368,0.104307,-2.177007,-7.437888,2026-03-04,-0.008763,31.406144,25.60
13:00,1,A200,none,OFF,taker,386,-0.028494,1.458102,-0.387496,0.302115,-6.574085,-25.048098,2025-10-10,-0.008789,74.360899,0.00
11:00,1,A150,none,OFF,taker,381,-0.025654,1.104623,-0.353541,0.269098,-6.106421,-22.258421,2025-10-10,-0.008891,64.346867,0.00
13:00,0,B10,none,1500,maker,386,-0.010260,0.275911,-0.129256,0.097386,-1.859928,-13.694998,2025-11-21,-0.009108,30.945503,15.03
11:00,0,A150,none,2000,maker,377,-0.013408,0.663818,-0.183321,0.149967,-3.309609,-6.998917,2026-03-04,-0.009318,42.331503,17.77
13:00,1,B25,none,OFF,maker,383,-0.038181,1.398089,-0.510565,0.394370,-8.414005,-28.662823,2025-11-20,-0.009661,82.976480,0.00
13:00,0,A50,none,2000,taker,377,-0.011270,0.331128,-0.141665,0.100381,-1.677682,-14.668009,2025-11-21,-0.009801,34.629250,23.87
09:00,0,B15,none,3000,taker,386,-0.014296,0.510733,-0.169386,0.132784,-2.975084,-9.460598,2025-10-17,-0.010282,33.847158,30.57
11:00,0,A150,none,3000,maker,377,-0.016094,0.693909,-0.193057,0.149734,-3.292964,-9.638679,2026-03-04,-0.010495,43.104856,27.06
15:00,0,B15,none,3000,maker,377,-0.008858,0.266440,-0.102769,0.076010,-1.763144,-6.631116,2026-02-27,-0.010942,29.307297,33.16
15:00,2,A150,none,OFF,taker,385,-0.039871,1.127431,-0.428995,0.322769,-7.488363,-26.542681,2025-10-10,-0.011199,91.060638,0.00
13:00,0,A50,none,1500,taker,378,-0.012786,0.330471,-0.137848,0.095832,-1.678755,-13.937021,2025-11-21,-0.011369,33.957021,15.61
09:00,1,B40,none,OFF,maker,377,-0.052345,1.076131,-0.592253,0.469803,-9.872727,-31.371244,2025-11-20,-0.011696,78.577082,0.00
09:00,0,B10,none,OFF,maker,386,-0.014365,0.389232,-0.150925,0.111075,-3.027158,-8.153936,2025-10-17,-0.011823,27.861944,0.00
09:00,0,A50,none,OFF,maker,386,-0.013121,0.368141,-0.132765,0.096493,-2.362437,-7.853842,2026-03-04,-0.012130,28.543140,0.00
09:00,1,B30,none,OFF,taker,377,-0.055358,1.273154,-0.570328,0.437780,-9.785870,-31.431244,2025-11-20,-0.012732,80.884196,0.00
09:00,0,B40,none,3000,taker,386,-0.023351,0.560917,-0.246690,0.193606,-4.224936,-9.498157,2025-10-17,-0.012781,53.917630,23.58
09:00,1,B15,none,OFF,taker,377,-0.045819,1.311502,-0.452076,0.326492,-7.598203,-29.059244,2025-11-20,-0.012793,80.090587,0.00
09:00,0,B20,none,OFF,maker,386,-0.020461,0.588642,-0.204584,0.153002,-3.484155,-9.940368,2025-10-17,-0.012865,40.027167,0.00
13:00,0,B10,none,3000,maker,381,-0.015297,0.279530,-0.148602,0.097385,-1.850446,-15.134584,2025-11-21,-0.012976,31.585155,34.65
11:00,0,B10,none,3000,taker,374,-0.015137,0.321056,-0.144201,0.102858,-2.178000,-9.299861,2026-03-04,-0.013052,33.018375,32.62
15:00,3,B15,none,4000,maker,11,-0.027676,0.783995,-1.647970,1.426401,-4.311980,-5.035132,2026-01-27,-0.013181,5.681942,63.64
09:00,1,B20,none,OFF,maker,377,-0.053462,1.518727,-0.500709,0.370260,-8.477665,-29.567244,2025-11-20,-0.013507,84.754271,0.00
09:00,0,B40,none,OFF,maker,386,-0.024952,0.527157,-0.249880,0.195180,-4.212457,-10.274846,2025-10-17,-0.013533,54.502092,0.00
11:00,0,B10,none,4000,taker,374,-0.015774,0.316890,-0.147770,0.101762,-2.173064,-9.294452,2026-03-04,-0.013603,32.970129,40.64
11:00,1,A200,none,OFF,taker,381,-0.044931,1.453389,-0.409904,0.300833,-7.117932,-26.137915,2025-11-20,-0.013640,74.709996,0.00
15:00,0,A50,none,1000,maker,386,-0.009601,0.293505,-0.086525,0.061572,-1.681763,-3.666531,2026-02-27,-0.013831,25.251173,4.40
09:00,1,B15,none,OFF,maker,377,-0.052182,1.359997,-0.464603,0.325920,-7.566203,-29.059244,2025-11-20,-0.014494,78.006260,0.00
11:00,1,A200,none,OFF,maker,381,-0.047999,1.459952,-0.418896,0.295327,-7.109454,-26.249124,2025-11-20,-0.014552,74.028370,0.00
15:00,0,B10,none,1000,maker,386,-0.009178,0.186471,-0.079072,0.054441,-1.274819,-3.810142,2025-08-07,-0.014820,21.053185,6.48
13:00,1,A200,none,OFF,maker,386,-0.049708,1.464894,-0.423197,0.289883,-6.579612,-25.021254,2025-10-10,-0.015221,76.756586,0.00
09:00,0,B15,none,4000,taker,383,-0.021426,0.496668,-0.182025,0.128392,-2.975292,-9.501768,2026-03-04,-0.015240,35.271131,34.73
15:00,3,B15,none,4000,taker,11,-0.032478,0.767334,-1.650795,1.414233,-4.309897,-5.035132,2026-01-27,-0.015448,5.734768,63.64
11:00,0,A100,none,1000,maker,373,-0.015573,0.549654,-0.130821,0.095287,-2.866638,-3.570507,2025-11-21,-0.015603,30.764819,4.29
09:00,1,B25,none,OFF,taker,377,-0.065595,1.407372,-0.563415,0.406929,-9.342680,-31.399244,2025-11-20,-0.015604,83.974653,0.00
09:00,0,B25,none,OFF,maker,386,-0.026876,0.610500,-0.226518,0.164546,-3.904767,-10.299366,2025-10-17,-0.015980,45.331435,0.00
09:00,1,B10,none,OFF,taker,377,-0.049487,0.966370,-0.403115,0.267268,-6.115396,-25.869479,2025-11-20,-0.016106,66.879855,0.00
15:00,2,A150,none,OFF,maker,385,-0.058061,1.127431,-0.452138,0.300701,-7.567563,-26.734421,2025-10-10,-0.016245,94.288029,0.00
11:00,1,A150,none,OFF,maker,381,-0.047204,1.108257,-0.369623,0.249904,-5.981135,-22.258421,2025-10-10,-0.016319,63.412045,0.00
09:00,1,B10,none,OFF,maker,377,-0.050868,0.989378,-0.394270,0.262170,-6.319346,-25.869479,2025-11-20,-0.016647,66.433212,0.00
13:00,0,A100,none,4000,maker,381,-0.022138,0.545159,-0.173943,0.110040,-2.437629,-15.136250,2025-11-21,-0.016677,37.674501,40.42
13:00,0,A150,none,4000,maker,380,-0.024444,0.433885,-0.190620,0.127657,-2.721993,-16.403039,2025-11-21,-0.016823,38.249323,40.00
13:00,1,A300,none,OFF,taker,386,-0.062995,1.903518,-0.483132,0.320823,-7.335584,-26.546920,2025-10-10,-0.017202,87.190478,0.00
09:00,0,B40,none,2000,taker,386,-0.028723,0.530989,-0.233284,0.170693,-4.253884,-6.808514,2026-02-28,-0.017414,52.096674,15.28
09:00,0,B15,none,2000,taker,386,-0.023421,0.504014,-0.175521,0.117942,-2.980394,-7.617662,2026-03-04,-0.017442,34.033497,20.47
15:00,0,A50,none,2000,maker,384,-0.014307,0.313707,-0.102216,0.066472,-1.770243,-6.626118,2026-02-27,-0.018029,28.369772,19.27
09:00,1,B25,none,OFF,maker,377,-0.076791,1.369024,-0.573745,0.379227,-9.434794,-31.443244,2025-11-20,-0.018196,83.663071,0.00
09:00,0,B25,none,4000,taker,385,-0.030861,0.621740,-0.222497,0.157322,-4.126954,-10.011715,2025-10-17,-0.018285,47.876249,31.95
11:00,2,B15,none,OFF,taker,303,-0.083417,1.641294,-0.665317,0.453791,-10.112304,-29.208955,2025-07-09,-0.018353,88.470785,0.00
09:00,0,B30,none,OFF,maker,386,-0.032811,0.566744,-0.243688,0.171775,-4.006215,-10.176653,2025-10-17,-0.018452,48.902166,0.00
11:00,0,A100,none,4000,maker,369,-0.025171,0.633371,-0.178097,0.119741,-2.751884,-9.146977,2026-03-04,-0.018576,38.339232,40.38
11:00,2,B10,none,OFF,taker,303,-0.072570,1.204127,-0.553319,0.370228,-8.912560,-26.229012,2025-07-09,-0.018610,82.825784,0.00
15:00,0,A50,none,1500,maker,385,-0.014553,0.308306,-0.101091,0.066091,-1.765734,-6.057784,2026-02-27,-0.018683,27.629376,12.21
09:00,0,B30,none,4000,taker,385,-0.033533,0.609330,-0.238836,0.167922,-4.106336,-10.143394,2025-10-17,-0.018838,49.961983,31.69
13:00,2,B20,none,OFF,maker,300,-0.089410,1.883320,-0.719070,0.484109,-9.078187,-29.022489,2025-10-10,-0.018860,97.703883,0.00
13:00,0,A50,none,1000,maker,379,-0.018248,0.305721,-0.124781,0.076428,-1.722172,-11.553310,2025-11-21,-0.018945,31.470321,6.07
13:00,0,A50,none,3000,taker,371,-0.022516,0.333621,-0.156823,0.090186,-1.671340,-15.396600,2025-11-21,-0.019004,35.701319,36.93
09:00,1,A100,none,OFF,taker,386,-0.048812,0.763125,-0.333550,0.202727,-4.892455,-20.911518,2025-10-10,-0.019009,53.644927,0.00
11:00,1,B20,none,OFF,taker,376,-0.073802,1.420998,-0.515493,0.340579,-8.118161,-30.535425,2025-11-20,-0.019317,69.417484,0.00
09:00,1,A200,none,OFF,taker,386,-0.063544,1.457224,-0.430341,0.279007,-7.114525,-24.553254,2025-11-20,-0.019340,76.129868,0.00
09:00,1,A150,none,OFF,taker,386,-0.057494,1.119762,-0.386075,0.245784,-6.113876,-24.117560,2025-11-20,-0.019393,71.922439,0.00
15:00,0,B10,none,2000,maker,384,-0.013903,0.193244,-0.093622,0.057112,-1.298949,-5.968422,2026-02-27,-0.019556,25.193314,22.14
15:00,0,B10,none,1500,maker,385,-0.014106,0.193876,-0.092516,0.057411,-1.371614,-5.970504,2026-02-27,-0.019824,24.271078,12.99
09:00,1,A300,none,OFF,taker,386,-0.075997,1.934306,-0.507301,0.330165,-8.484938,-28.491244,2025-11-20,-0.019872,87.247627,0.00
09:00,1,B30,none,OFF,maker,377,-0.088179,1.296384,-0.606930,0.407522,-9.839938,-31.383244,2025-11-20,-0.020132,85.951055,0.00
13:00,2,B20,none,OFF,taker,300,-0.095527,1.883320,-0.704928,0.484514,-9.077387,-29.022489,2025-10-10,-0.020365,97.104570,0.00
15:00,0,A50,none,3000,taker,376,-0.016665,0.311416,-0.107245,0.065267,-1.822457,-6.636485,2026-02-27,-0.020699,28.904122,31.38
09:00,0,B40,none,1500,taker,386,-0.030891,0.496056,-0.214852,0.151913,-3.977262,-5.521070,2026-02-28,-0.020801,49.885101,10.10
09:00,0,A300,none,4000,taker,385,-0.037682,0.625235,-0.251982,0.172600,-4.240758,-10.518885,2025-10-17,-0.020834,51.722386,28.31
09:00,0,A200,none,OFF,maker,386,-0.035510,0.645563,-0.235339,0.151641,-4.010566,-10.391402,2025-10-17,-0.021070,48.423597,0.00
09:00,0,B15,none,1500,taker,386,-0.026962,0.488181,-0.169001,0.110034,-2.989626,-5.817240,2026-02-07,-0.021275,32.738695,18.13
13:00,0,B10,none,4000,maker,380,-0.026225,0.278942,-0.162294,0.088005,-1.850866,-15.136250,2025-11-21,-0.022162,33.162803,38.42
11:00,2,B25,none,OFF,taker,303,-0.118076,2.189003,-0.829399,0.556489,-12.300301,-28.328075,2025-07-09,-0.022174,103.982229,0.00
13:00,2,B15,none,OFF,maker,300,-0.097058,1.643841,-0.667706,0.423085,-8.551215,-27.442878,2025-07-09,-0.022285,95.776793,0.00
09:00,0,B30,none,2000,taker,386,-0.035864,0.585553,-0.230404,0.149824,-4.131554,-6.648313,2026-02-07,-0.022313,46.836858,16.84
13:00,2,A300,none,OFF,taker,385,-0.096610,2.055453,-0.591726,0.357162,-9.690819,-27.442878,2025-07-09,-0.022394,155.090090,0.00
13:00,2,A300,none,OFF,maker,385,-0.098095,2.051294,-0.574612,0.355482,-9.706108,-27.442878,2025-07-09,-0.022725,155.673791,0.00
09:00,0,B20,none,3000,taker,386,-0.035770,0.589248,-0.215655,0.134926,-3.682376,-9.979887,2025-10-17,-0.022813,44.749529,25.39
13:00,0,A50,none,2000,maker,378,-0.026411,0.333509,-0.155208,0.083218,-1.697574,-14.633827,2025-11-21,-0.022874,37.957269,24.07
13:00,2,B15,none,OFF,taker,300,-0.099391,1.643841,-0.668100,0.410604,-8.612180,-27.442878,2025-07-09,-0.022954,97.183274,0.00
13:00,1,A300,none,OFF,maker,386,-0.084949,1.844331,-0.506289,0.309013,-7.572135,-26.608276,2025-10-10,-0.023002,88.697468,0.00
09:00,0,A300,none,OFF,maker,386,-0.041944,0.562467,-0.262598,0.162849,-4.135763,-10.274846,2025-10-17,-0.023221,51.482092,0.00
11:00,2,B10,none,OFF,maker,303,-0.090861,1.211797,-0.583054,0.351058,-8.912960,-26.505501,2025-07-09,-0.023253,84.626409,0.00
09:00,0,A300,none,3000,taker,386,-0.041972,0.618363,-0.249345,0.170386,-4.238987,-9.796164,2025-10-17,-0.023405,51.707080,24.61
09:00,0,B25,none,3000,taker,386,-0.039868,0.610887,-0.239816,0.148603,-4.136844,-10.047581,2025-10-17,-0.023464,49.054002,24.87
09:00,0,B30,none,3000,taker,386,-0.041694,0.608758,-0.250862,0.165207,-4.111359,-10.173647,2025-10-17,-0.023475,49.781480,25.13
15:00,0,A50,none,4000,maker,374,-0.018208,0.307287,-0.103416,0.060915,-1.747025,-6.626951,2026-02-27,-0.023569,31.288965,40.91
09:00,0,B15,none,1000,taker,386,-0.024708,0.455174,-0.138265,0.090059,-3.044538,-3.848563,2025-12-29,-0.023757,27.595555,8.55
15:00,1,B10,none,OFF,taker,386,-0.070385,0.839821,-0.391139,0.221791,-6.342505,-27.835412,2025-10-10,-0.023974,72.059219,0.00
13:00,3,B10,none,4000,maker,17,-0.087044,1.281713,-2.166645,1.158894,-4.684007,-14.585283,2026-06-02,-0.024268,14.585283,58.82
09:00,1,A100,none,OFF,maker,386,-0.062492,0.759290,-0.351987,0.188696,-4.892455,-20.907683,2025-10-10,-0.024274,55.585700,0.00
15:00,3,B10,none,2000,maker,11,-0.027635,0.865966,-0.897546,0.732747,-2.509542,-2.625946,2025-09-23,-0.024472,2.832872,36.36
11:00,2,B30,none,OFF,taker,303,-0.139010,1.933710,-0.891617,0.578402,-14.100384,-30.800387,2025-07-09,-0.024504,129.701527,0.00
11:00,1,B25,none,OFF,taker,376,-0.098660,1.399319,-0.563599,0.352944,-8.877853,-30.611425,2025-11-20,-0.024566,67.373837,0.00
09:00,1,A300,none,OFF,maker,386,-0.095168,1.892082,-0.526073,0.319565,-8.201270,-28.491244,2025-11-20,-0.024877,89.074838,0.00
11:00,2,B25,none,OFF,maker,303,-0.133437,2.189003,-0.838508,0.533067,-12.629844,-28.328075,2025-07-09,-0.024963,109.909568,0.00
11:00,0,B10,none,1000,maker,375,-0.022211,0.298629,-0.122917,0.069473,-2.773511,-3.820986,2026-02-28,-0.025009,28.251551,10.93
09:00,0,A150,none,OFF,maker,386,-0.039469,0.783308,-0.219969,0.128998,-3.555339,-9.940368,2025-10-17,-0.025056,42.177131,0.00
13:00,3,B40,none,OFF,maker,19,-0.177333,2.936049,-4.186457,3.296787,-13.042607,-24.265999,2026-06-02,-0.025311,26.035209,0.00
09:00,1,A200,none,OFF,maker,386,-0.084472,1.466015,-0.452979,0.252724,-7.284831,-25.349419,2025-11-20,-0.025331,82.070248,0.00
09:00,0,A200,none,4000,taker,385,-0.042865,0.673650,-0.240261,0.148612,-4.030933,-10.011715,2025-10-17,-0.025355,49.931052,31.17
15:00,2,B10,none,OFF,taker,322,-0.099549,1.185375,-0.577804,0.337161,-9.060466,-27.889584,2025-10-10,-0.025390,99.692434,0.00
13:00,0,A50,none,1500,maker,379,-0.028991,0.326819,-0.153267,0.080344,-1.701744,-13.909086,2025-11-21,-0.025655,37.884258,15.04
09:00,0,B20,none,4000,taker,384,-0.040604,0.586112,-0.224389,0.132077,-3.682264,-9.960682,2025-10-17,-0.025707,45.332345,35.16
09:00,0,A300,none,2000,taker,386,-0.042930,0.607186,-0.244782,0.149793,-4.274287,-6.808514,2026-02-28,-0.026145,48.505925,14.51
11:00,0,B10,none,1500,maker,374,-0.027894,0.320449,-0.147743,0.080160,-2.718522,-5.848910,2025-10-17,-0.026300,33.257035,17.65
