arm,basket_id,entry_ts_ist,exit_ts_ist,hold_hours,entry_spot,exit_spot,atm_strike,short_call_strike,short_put_strike,prot_call_strike,prot_put_strike,prot_call_otm_pts,prot_put_otm_pts,exact_strike_available,strike_gap_pts,qty_short,qty_protection,protection_ratio,short_dte,short_call_symbol,short_call_side,short_call_qty,short_call_entry_mark,short_call_entry_fill,short_call_entry_slip_pct,short_call_entry_fee,short_call_exit_mark,short_call_exit_fill,short_call_exit_fee,short_call_expired_flag,short_call_leg_pnl_usd,short_put_symbol,short_put_side,short_put_qty,short_put_entry_mark,short_put_entry_fill,short_put_entry_slip_pct,short_put_entry_fee,short_put_exit_mark,short_put_exit_fill,short_put_exit_fee,short_put_expired_flag,short_put_leg_pnl_usd,prot_call_symbol,prot_call_side,prot_call_qty,prot_call_entry_mark,prot_call_entry_fill,prot_call_entry_slip_pct,prot_call_entry_fee,prot_call_exit_mark,prot_call_exit_fill,prot_call_exit_fee,prot_call_expired_flag,prot_call_leg_pnl_usd,prot_put_symbol,prot_put_side,prot_put_qty,prot_put_entry_mark,prot_put_entry_fill,prot_put_entry_slip_pct,prot_put_entry_fee,prot_put_exit_mark,prot_put_exit_fill,prot_put_exit_fee,prot_put_expired_flag,prot_put_leg_pnl_usd,short_credit,long_debit,net_credit,entry_drag,target_pct,target_usd,target_usd_absolute,stop_usd,stop_usd_absolute,short_premium_entry_points,mae_usd,net_theta_entry,shorts_pnl,protection_pnl,gross_usd,fees_usd,slippage_usd,net_usd,exit_reason
q100_pr1_tp20_ddnone_off1200_po0_cut1729_sdte1,1,2025-11-01 09:00:00,2025-11-01 17:29:00,8.483333333333333,110019.5,110108.5,110000.0,111400.0,108400.0,111400.0,108400.0,1380.5,1619.5,1,0.0,100,100,1.0,1,C-BTC-111400-021125,sell,100,67.83933214,63.99716130356831,5.6636330506653465,0.26430827618373715,109.67409252,110.97767295023473,0.4583377892844695,0,-4.6980511646666425,P-BTC-108400-021125,sell,100,68.75805846,64.86385433606364,5.6636330506653465,0.26788771840794284,69.88871817,73.84695871096248,0.30498793947627506,0,-0.8983104374898844,C-BTC-111400-011125,buy,100,20.15215955,21.293503918696615,5.6636330506653465,0.08794217118421703,0.0,0.0,0.0,1,-2.1293503918696617,P-BTC-108400-011125,buy,100,3.99006215,4.216044628669488,5.6636330506653465,0.01741226431640499,0.0,0.0,0.0,1,-0.42160446286694886,12.886101563963196,2.5509548547366103,10.335146709226585,-1.547920610865717,20.0,2.067029341845317,2.067029341845317,,,136.59739059999998,-6.867609536,0.015189864998237823,-5.596361602156527,-2.5509548547366103,-8.147316456893138,1.4008761588530467,1.4365522778931359,-9.548192615746185,TIME_CUTOFF
q100_pr1_tp20_ddnone_off1200_po0_cut1729_sdte1,2,2025-11-02 09:00:00,2025-11-02 17:29:00,8.483333333333333,109990.0,111206.5,110000.0,111600.0,108400.0,111600.0,108400.0,1610.0,1590.0,1,0.0,100,100,1.0,1,C-BTC-111600-031125,sell,100,266.93782384,263.76501506400024,1.188594681097551,1.089349512214321,721.55243101,726.0869385618248,1.3116526000000002,0,-46.23219234978246,P-BTC-108400-031125,sell,100,262.78751294,259.6640345386066,1.188594681097551,1.0724124626444453,143.73791738,145.44637862069908,0.6006935437034873,0,11.421765591790752,C-BTC-111600-021125,buy,100,6.19098459,6.5416192394008394,5.6636330506653465,0.02701688745872547,0.0,0.0,0.0,1,-0.654161923940084,P-BTC-108400-021125,buy,100,5.59419372,5.911028324444166,5.6636330506653465,0.024412546979954406,0.0,0.0,0.0,1,-0.5911028324444166,52.34290496026068,1.2452647563845005,51.09764020387618,-2.9095670524212665,20.0,10.219528040775238,10.219528040775238,,,529.72533678,-34.715018992,34.821479421310606,-34.810426757991706,-1.2452647563845005,-36.05569151437621,4.1255375530009335,1.3206725223762128,-40.18122906737714,TIME_CUTOFF
q100_pr1_tp20_ddnone_off1200_po0_cut1729_sdte1,3,2025-11-03 09:00:00,2025-11-03 17:29:00,8.483333333333333,108043.0,107759.5,108000.0,109600.0,106400.0,109600.0,106400.0,1557.0,1643.0,1,0.0,100,100,1.0,1,C-BTC-109600-041125,sell,100,517.30729417,513.4907327527274,0.7377745220848071,1.2749074000000002,293.18687929,296.67168294291685,1.2252540505542466,0,21.681904980981052,P-BTC-106400-041125,sell,100,500.70455587,497.0104852258732,0.7377745220848071,1.2749074000000002,433.17387014,436.3697165902217,1.2714323,0,6.064076863565152,C-BTC-109600-031125,buy,100,144.42930562,146.14598466454547,1.188594681097551,0.6035829166645729,0.0,0.0,0.0,1,-14.614598466454547,P-BTC-106400-031125,buy,100,251.52722894,254.51686820469288,1.188594681097551,1.0511546656853819,0.0,0.0,0.0,1,-25.45168682046929,101.05012179786006,40.066285286923836,60.98383651093622,-5.426247419413731,20.0,12.196767302187245,12.196767302187245,,,1018.0118500399999,-22.780535013000012,-70.92276134250386,27.745981844546204,-40.066285286923836,-12.320303442377634,6.701238732904201,1.8897600473776297,-19.021542175281837,TIME_CUTOFF
q100_pr1_tp20_ddnone_off1200_po0_cut1729_sdte1,4,2025-11-04 09:00:00,2025-11-04 11:13:00,2.216666666666667,106874.0,104982.0,106800.0,107800.0,105800.0,107800.0,105800.0,926.0,1074.0,1,0.0,100,100,1.0,1,C-BTC-107800-051125,sell,100,675.91863946,671.6709118613828,0.6284377069421756,1.2611132000000003,271.98751021,275.2203392896057,1.1366600012660717,0,39.64505725717771,P-BTC-105800-051125,sell,100,673.24185614,669.0109504570988,0.6284377069421756,1.2611132000000003,1564.15483501,1573.0407857582213,1.2387876000000002,0,-90.40298353011225,C-BTC-107800-041125,buy,100,141.28985134,142.9692149979579,1.188594681097551,0.5904628579415662,4.57210148,4.31315442946876,0.01781332779370598,0,-13.865606056848913,P-BTC-105800-041125,buy,100,125.06604685,126.55257523071808,1.188594681097551,0.5226621357028658,972.97403852,967.4465810125522,1.2387876000000002,0,84.08940057818342,134.06818623184816,26.952179022867597,107.11600720898056,-4.799803925663862,20.0,21.423201441796113,21.423201441796113,,,1349.1604956,-1.436236223000006,-17.714259434264505,-50.75792627293454,70.2237945213345,19.465868248399957,7.267399922704211,2.954970970600045,12.198468325695746,TARGET
q100_pr1_tp20_ddnone_off1200_po0_cut1729_sdte1,5,2025-11-05 09:00:00,2025-11-05 13:53:00,4.883333333333334,102043.0,101163.5,102000.0,102800.0,101200.0,102800.0,102000.0,757.0,43.0,0,800.0,100,100,1.0,1,C-BTC-102800-061125,sell,100,1074.78608317,1068.6802322745793,0.5680991772252945,1.2041074,567.47399057,571.6606690918834,1.1937293,0,49.701956318269595,P-BTC-101200-061125,sell,100,1074.40793986,1068.3042371936122,0.5680991772252945,1.2041074,1218.26656068,1225.187522987634,1.1937293,0,-15.688328579402196,C-BTC-102800-051125,buy,100,414.32169384,417.3784537366218,0.7377745220848071,1.2041074,25.37657341,23.939337411224884,0.09886946350835876,0,-39.343911632539694,P-BTC-102000-051125,buy,100,677.15993876,681.4154671514746,0.6284377069421756,1.2041074,927.62577642,922.3559420164282,1.1937293,0,24.09404748649537,213.69844694681916,109.87939208880964,103.81905485800952,-6.768613784990472,20.0,20.763810971601906,20.763810971601906,,,2149.1940230299997,-12.889904243000007,-89.75070262453181,34.0136277388674,-15.249864146044324,18.763763592823075,8.496486963508358,3.7336553081769006,10.267276629314717,TARGET
q100_pr1_tp20_ddnone_off1200_po0_cut1729_sdte1,6,2025-11-06 09:00:00,2025-11-06 17:29:00,8.483333333333333,103660.0,103153.5,103600.0,104800.0,102400.0,104800.0,102400.0,1140.0,1260.0,1,0.0,100,100,1.0,1,C-BTC-104800-071125,sell,100,480.83561832,477.28813563492605,0.7377745220848071,1.223188,336.22217388,338.70273541648635,1.2176715,0,13.858540021843972,P-BTC-102400-071125,sell,100,474.76918169,471.2664556287806,0.7377745220848071,1.223188,581.76629729,586.0584208094818,1.2176715,0,-11.479196518070125,C-BTC-104800-061125,buy,100,77.70324545,82.10407214074581,5.6636330506653465,0.33908981794128024,0.0,0.0,0.0,1,-8.210407214074582,P-BTC-102400-061125,buy,100,111.61146704,112.93807500073238,1.188594681097551,0.4664342497530248,0.0,0.0,0.0,1,-11.293807500073239,94.85545912637068,19.50421471414782,75.35124441222285,-4.529664407471458,20.0,15.070248882444572,15.070248882444572,,,955.60480001,-22.69405950600001,-16.140406868416605,2.379343503773846,-19.50421471414782,-17.124871210373975,5.687243067694305,1.9550328453739696,-22.81211427806828,TIME_CUTOFF
q100_pr1_tp20_ddnone_off1200_po0_cut1729_sdte1,7,2025-11-07 09:00:00,2025-11-07 17:29:00,8.483333333333333,102198.0,100400.0,102200.0,103600.0,100600.0,103600.0,100600.0,1402.0,1598.0,1,0.0,100,100,1.0,1,C-BTC-103600-081125,sell,100,541.33390427,537.3400806448889,0.7377745220848071,1.2059364000000001,152.76961931,154.58543087945165,0.6384378295321353,0,38.275464976543724,P-BTC-100600-081125,sell,100,546.11933828,542.0902089419919,0.7377745220848071,1.2059364000000001,1079.03342168,1085.16340167055,1.1844958,0,-54.30731927285581,C-BTC-103600-071125,buy,100,125.17727833,126.66512880217306,1.188594681097551,0.5231269819529747,0.0,0.0,0.0,1,-12.666512880217306,P-BTC-100600-071125,buy,100,68.05007065,71.90417694233452,5.6636330506653465,0.2969642507718416,200.0,200.0,0.0,1,12.809582305766549,107.94302895868809,19.856930574450757,88.08609838423733,-4.568455005487486,20.0,17.617219676847466,17.617219676847466,,,1087.45324255,-3.0631536090000093,-11.07184342129338,-16.031854296312083,0.14306942554924262,-15.888784870762839,5.054897662256952,2.1310701287628406,-20.94368253301979,TIME_CUTOFF
q100_pr1_tp20_ddnone_off1200_po0_cut1729_sdte1,8,2025-11-08 09:00:00,2025-11-08 09:25:00,0.4166666666666667,102974.0,102563.0,103000.0,104000.0,101800.0,104000.0,101800.0,1026.0,1174.0,1,0.0,100,100,1.0,1,C-BTC-104000-091125,sell,100,130.01689066,128.47151681308682,1.188594681097551,0.5305873644380487,77.1821242,81.55343649539678,0.33681569272598877,0,4.691808031769004,P-BTC-101800-091125,sell,100,125.35907663,123.86906531290282,1.188594681097551,0.5115792397422887,197.4770121,199.82421336221097,0.8252740011859313,0,-7.595514804930815,C-BTC-104000-081125,buy,100,27.97704884,29.561566224703025,5.6636330506653465,0.12208926850802353,11.11613506,10.486557960785241,0.04330948437804305,0,-1.9075008263917785,P-BTC-101800-081125,buy,100,42.18150299,44.57050853460903,5.6636330506653465,0.18407620024793533,115.19418452,113.82499256986156,0.4700972193135283,0,6.9254484035252535,25.234058212598967,7.413207475931206,17.82085073666776,-2.0492228822685385,20.0,3.5641701473335523,3.5641701473335523,,,255.37596729,-0.7519363209999992,-13.559634639462658,-2.9037067731618107,5.017947577133475,2.114240803971664,3.0238284705397875,1.5726190700283362,-0.9095876665681235,TARGET
q100_pr1_tp20_ddnone_off1200_po0_cut1729_sdte1,9,2025-11-09 09:00:00,2025-11-09 17:29:00,8.483333333333333,101564.0,102205.0,101600.0,103000.0,100000.0,103000.0,100000.0,1436.0,1564.0,1,0.0,100,100,1.0,1,C-BTC-103000-101125,sell,100,320.81207756,318.4452077879913,0.7377745220848071,1.1984552,554.66127994,558.7534295472668,1.2060662000000002,0,-24.030822175927554,P-BTC-100000-101125,sell,100,311.42465027,309.1270385448162,0.7377745220848071,1.1984552,253.88092334,256.8985384911406,1.0609909639684107,0,5.222850005367559,C-BTC-103000-091125,buy,100,12.61728178,13.331878320987657,5.6636330506653465,0.05506065746567903,0.0,0.0,0.0,1,-1.3331878320987658,P-BTC-100000-091125,buy,100,31.89161021,33.69783398624293,5.6636330506653465,0.1391720543631833,0.0,0.0,0.0,1,-3.3697833986242927,62.75722463328076,4.702971230723058,58.0542534025577,-3.3096732932711674,20.0,11.61085068051154,11.61085068051154,,,632.23672783,-31.061189916000004,21.206815044930348,-18.807972170559996,-4.702971230723058,-23.510943401283054,4.858200275797273,1.4295066572830462,-28.369143677080327,TIME_CUTOFF
q100_pr1_tp20_ddnone_off1200_po0_cut1729_sdte1,10,2025-11-10 09:00:00,2025-11-10 14:39:00,5.65,105952.0,106004.0,106000.0,107600.0,104600.0,107600.0,104600.0,1648.0,1352.0,1,0.0,100,100,1.0,1,C-BTC-107600-111125,sell,100,528.98535204,525.0826328870882,0.7377745220848071,1.2502336,356.10089484,358.72811651504554,1.2508472,0,16.635451637204262,P-BTC-104600-111125,sell,100,552.03237992,547.9596256672919,0.7377745220848071,1.2502336,377.09105974,379.87314150382133,1.2508472,0,16.808648416347058,C-BTC-107600-101125,buy,100,93.08926188,98.3614960824561,5.6636330506653465,0.4062329788205437,3.52021818,3.32084593970199,0.01371509373096922,0,-9.50406501427541,P-BTC-104600-101125,buy,100,84.60163426,89.39316037935238,5.6636330506653465,0.36919375236672536,3.66116486,3.453809916949694,0.014264234957002239,0,-8.593935046240269,107.304225855438,18.775465646180848,88.52876020925716,-5.0798173039301115,20.0,17.705752041851433,17.705752041851433,,,1081.01773196,-1.2025488289999995,-7.910729404409963,33.444100053551324,-18.09800006051568,15.346099993035644,5.80556765987524,2.3855264349643597,9.540532333160403,TARGET
