arm,basket_id,entry_ts_ist,exit_ts_ist,hold_hours,entry_spot,exit_spot,atm_strike,short_call_strike,short_put_strike,prot_call_strike,prot_put_strike,qty_short,qty_protection,protection_ratio,short_dte,short_call_symbol,short_call_side,short_call_qty,short_call_entry_mark,short_call_entry_fill,short_call_entry_slip_pct,short_call_entry_fee,short_call_exit_mark,short_call_exit_fill,short_call_exit_fee,short_call_expired_flag,short_call_leg_pnl_usd,short_put_symbol,short_put_side,short_put_qty,short_put_entry_mark,short_put_entry_fill,short_put_entry_slip_pct,short_put_entry_fee,short_put_exit_mark,short_put_exit_fill,short_put_exit_fee,short_put_expired_flag,short_put_leg_pnl_usd,prot_call_symbol,prot_call_side,prot_call_qty,prot_call_entry_mark,prot_call_entry_fill,prot_call_entry_slip_pct,prot_call_entry_fee,prot_call_exit_mark,prot_call_exit_fill,prot_call_exit_fee,prot_call_expired_flag,prot_call_leg_pnl_usd,prot_put_symbol,prot_put_side,prot_put_qty,prot_put_entry_mark,prot_put_entry_fill,prot_put_entry_slip_pct,prot_put_entry_fee,prot_put_exit_mark,prot_put_exit_fill,prot_put_exit_fee,prot_put_expired_flag,prot_put_leg_pnl_usd,short_credit,long_debit,net_credit,entry_drag,target_pct,target_usd,target_usd_absolute,stop_usd,stop_usd_absolute,short_premium_entry_points,mae_usd,net_theta_entry,shorts_pnl,protection_pnl,gross_usd,fees_usd,slippage_usd,net_usd,exit_reason
q100_pr3_tp30_dd10_off2000_po0_cut1729_sdte2,1,2026-08-04 09:00:00,2026-08-04 17:29:00,8.483333333333333,63843.0,63878.5,63800.0,65600.0,61600.0,65400.0,61600.0,100,300,3.0,2,C-BTC-65600-060826,sell,100,65.69261373,61.9720251469418,5.6636330506653465,0.25594446385686964,54.25925344,57.332298450872116,0.23678239260210188,0,0.4639726696069687,P-BTC-61600-060826,sell,100,66.76866457,62.98713241592559,5.6636330506653465,0.2601368568777727,42.86700301,45.29483276030407,0.18706765930005584,0,1.7692299655621526,C-BTC-65400-040826,buy,300,8.22219099,8.687865716398468,5.6636330506653465,0.10764265622617701,0.0,0.0,0.0,1,-2.6063597149195403,P-BTC-61600-040826,buy,300,0.46687147,0.4933133568790472,5.6636330506653465,0.006112152491731395,0.0,0.0,0.0,1,-0.14799400706371416,12.49591575628674,2.7543537219832546,9.741562034303485,-1.5276831871490661,30.0,2.922468610291045,2.922468610291045,-10.0,-10.0,132.4612783,-2.415421634999999,-12.524946525837464,2.233202635169121,-2.7543537219832546,-0.5211510868141332,1.0536861813547085,1.447934533814134,-1.5748372681688418,TIME_CUTOFF
