arm,basket_id,entry_ts_ist,exit_ts_ist,hold_hours,entry_spot,exit_spot,atm_strike,short_call_strike,short_put_strike,prot_call_strike,prot_put_strike,prot_call_otm_pts,prot_put_otm_pts,exact_strike_available,strike_gap_pts,qty_short,qty_protection,protection_ratio,short_dte,short_call_symbol,short_call_side,short_call_qty,short_call_entry_mark,short_call_entry_fill,short_call_entry_slip_pct,short_call_entry_fee,short_call_exit_mark,short_call_exit_fill,short_call_exit_fee,short_call_expired_flag,short_call_leg_pnl_usd,short_put_symbol,short_put_side,short_put_qty,short_put_entry_mark,short_put_entry_fill,short_put_entry_slip_pct,short_put_entry_fee,short_put_exit_mark,short_put_exit_fill,short_put_exit_fee,short_put_expired_flag,short_put_leg_pnl_usd,prot_call_symbol,prot_call_side,prot_call_qty,prot_call_entry_mark,prot_call_entry_fill,prot_call_entry_slip_pct,prot_call_entry_fee,prot_call_exit_mark,prot_call_exit_fill,prot_call_exit_fee,prot_call_expired_flag,prot_call_leg_pnl_usd,prot_put_symbol,prot_put_side,prot_put_qty,prot_put_entry_mark,prot_put_entry_fill,prot_put_entry_slip_pct,prot_put_entry_fee,prot_put_exit_mark,prot_put_exit_fill,prot_put_exit_fee,prot_put_expired_flag,prot_put_leg_pnl_usd,short_credit,long_debit,net_credit,entry_drag,target_pct,target_usd,target_usd_absolute,stop_usd,stop_usd_absolute,short_premium_entry_points,mae_usd,net_theta_entry,shorts_pnl,protection_pnl,gross_usd,fees_usd,slippage_usd,net_usd,exit_reason,entry_mode,entry_time_ist,vwap_mid_at_entry,swing_high,swing_low,swing_high_vwap,swing_low_vwap,bars_since_day_reset,signals_found_today,signal_rank_used,protection_mode,protection_mult,adj_mode,n_adjustments
q100_pm1_tp20_ddnone_off2000_po0_cut1729_sdte1_emfixed_e0900_adja_tr200,1,2025-11-01 09:00:00,2025-11-01 09:27:00,0.45,110019.5,110237.5,110000.0,112000.0,107600.0,111600.0,107800.0,1580.5,2219.5,1,0.0,100,100,1.0,1,C-BTC-112000-021125,sell,100,34.88725766,32.91137140469746,5.6636330506653465,0.13592396390140055,46.65740568,49.29990992867549,0.20360862800542978,0,-1.638853852397803,P-BTC-107600-021125,sell,100,34.49782571,32.54399545132751,5.6636330506653465,0.13440670121398263,23.58305088,24.918708343994904,0.10291426546069897,0,0.7625287107332608,C-BTC-111600-011125,buy,100,11.61344449,12.271187370456314,5.6636330506653465,0.05068000383998459,24.95301269,23.539765616152444,0.0972192319947096,0,1.126857824569613,P-BTC-107800-011125,buy,100,1.57677878,1.6660817441199578,5.6636330506653465,0.006880917603215427,1.5116131,1.426000880870213,0.0058893836379939795,0,-0.02400808632497449,6.545536685602498,1.3937269114576274,5.15180977414487,-0.7955678224137135,20.0,1.030361954828974,1.030361954828974,,,69.38508337,-0.01120881799999962,0.74138681759168,-0.8763251416645421,1.1028497382446385,0.22652459658009644,0.7375230956574155,1.0153783364199047,-0.5109984990773191,TARGET,fixed,2025-11-01 09:00:00,,,,,,0,0,0,premium_multiple,1.0,a,0
q100_pm1_tp20_ddnone_off2000_po0_cut1729_sdte1_emfixed_e0900_adja_tr200,2,2025-11-02 09:00:00,2025-11-02 17:29:00,8.483333333333333,109990.0,111206.5,110000.0,113600.0,108400.0,111400.0,108600.0,1410.0,1390.0,1,0.0,100,100,1.0,1,C-BTC-113600-031125,sell,100,130.90206374,129.34616877293942,1.188594681097551,0.5341996770322399,187.75446502,189.9861046047509,0.7846426120176212,0,-6.063993583181148,P-BTC-108400-031125,sell,100,262.78751294,259.6640345386066,1.188594681097551,1.0724124626444453,143.73791738,145.44637862069908,0.6006935437034873,0,11.421765591790752,C-BTC-111400-021125,buy,100,9.13776053,9.655289755467733,5.6636330506653465,0.039876346690081735,0.0,0.0,0.0,1,-0.9655289755467733,P-BTC-108600-021125,buy,100,9.53803364,10.07823286561862,5.6636330506653465,0.041623101735004914,0.0,0.0,0.0,1,-1.0078232865618622,38.901020331154605,1.9733522621086355,36.92766806904597,-5.372110870193757,20.0,7.385533613809194,7.385533613809194,,,393.68957667999996,-26.150375117000003,30.545345933228365,-22.306105277314025,-1.9733522621086355,-24.279457539422662,5.470679756037202,1.680777352422661,-29.750137295459865,TIME_CUTOFF,fixed,2025-11-02 09:00:00,,,,,,0,0,0,premium_multiple,1.0,a,1
q100_pm1_tp20_ddnone_off2000_po0_cut1729_sdte1_emfixed_e0900_adja_tr200,3,2025-11-03 09:00:00,2025-11-03 17:29:00,8.483333333333333,108043.0,107759.5,108000.0,110000.0,106000.0,109800.0,106400.0,1757.0,1643.0,1,0.0,100,100,1.0,1,C-BTC-110000-041125,sell,100,414.97591427,411.9143277017274,0.7377745220848071,1.2749074000000002,215.35349899,217.9131792245526,0.8999814301974024,0,19.400114847717482,P-BTC-106000-041125,sell,100,411.52930081,408.4931424777101,0.7377745220848071,1.2749074000000002,341.1021547,343.61871949165896,1.2714323,0,6.487442298605112,C-BTC-109800-031125,buy,100,110.32744892,111.63879510965374,1.188594681097551,0.46106822380287,0.0,0.0,0.0,1,-11.163879510965375,P-BTC-106400-031125,buy,100,251.52722894,254.51686820469288,1.188594681097551,1.0511546656853819,0.0,0.0,0.0,1,-25.45168682046929,82.04074701794376,36.615566331434664,45.425180686509094,-5.101910724979165,20.0,9.085036137301818,9.085036137301818,,,826.50521508,-20.157181116000004,-68.035064275721,25.887557146322592,-36.615566331434664,-10.728009185112073,6.233451419685655,1.5474975381120673,-16.96146060479773,TIME_CUTOFF,fixed,2025-11-03 09:00:00,,,,,,0,0,0,premium_multiple,1.0,a,0
q100_pm1_tp20_ddnone_off2000_po0_cut1729_sdte1_emfixed_e0900_adja_tr200,4,2025-11-04 09:00:00,2025-11-04 14:54:00,5.9,106874.0,103641.5,106800.0,108800.0,104400.0,108600.0,104600.0,1726.0,2274.0,1,0.0,100,100,1.0,1,C-BTC-108800-051125,sell,100,369.9628432,367.23335160168983,0.7377745220848071,1.2611132000000003,49.20301814,51.9896965373019,0.2147174466990569,0,31.524365506438798,P-BTC-104400-051125,sell,100,367.3348697,364.62476662062,0.7377745220848071,1.2611132000000003,1457.7640122,1466.0455575591945,1.2229697,0,-110.14207909385746,C-BTC-108600-041125,buy,100,43.22843402,45.67673389644179,5.6636330506653465,0.1886449109923046,0.1,0.09433636694933466,0.0003896091955007522,0,-4.5582397529492455,P-BTC-104600-041125,buy,100,28.34666811,29.952119373840375,5.6636330506653465,0.12370225301396078,982.65730396,977.074835901259,1.2229697,0,94.71227165274188,73.18581182223099,7.5628853270282175,65.62292649520278,-3.783908145803502,20.0,13.124585299040556,13.124585299040556,,,737.2977129000001,-9.224886974999993,18.181530962065807,-78.61771358741866,90.15403189979263,11.536318312373965,5.495620019900824,2.6149701266260483,6.040698292473141,TARGET,fixed,2025-11-04 09:00:00,,,,,,0,0,0,premium_multiple,1.0,a,0
q100_pm1_tp20_ddnone_off2000_po0_cut1729_sdte1_emfixed_e0900_adja_tr200,5,2025-11-06 09:00:00,2025-11-06 17:29:00,8.483333333333333,103660.0,103153.5,103600.0,105400.0,101600.0,105200.0,101800.0,1540.0,1860.0,1,0.0,100,100,1.0,1,C-BTC-105400-071125,sell,100,315.62819585,313.29957143650273,0.7377745220848071,1.223188,206.09105697,208.54064431136317,0.8612728610059299,0,10.475892712513957,P-BTC-101600-071125,sell,100,313.43005652,311.1176494184394,0.7377745220848071,1.223188,380.90267495,383.71287783972065,1.2176715,0,-7.259522842128127,C-BTC-105200-061125,buy,100,41.14305256,43.47324408284078,5.6636330506653465,0.17954449806213243,0.0,0.0,0.0,1,-4.347324408284078,P-BTC-101800-061125,buy,100,62.30299179,65.83160462457177,5.6636330506653465,0.2718845270994814,0.0,0.0,0.0,1,-6.583160462457177,62.44172208549422,10.930484870741255,51.51123721475297,-3.9477886124086554,20.0,10.302247442950595,10.302247442950595,,,629.05825237,-17.770563419000005,-2.8980533227773364,3.2163698703858303,-10.930484870741255,-7.714115000355425,4.976749386167543,1.5759626103554218,-12.690864386522968,TIME_CUTOFF,fixed,2025-11-06 09:00:00,,,,,,0,0,0,premium_multiple,1.0,a,0
q100_pm1_tp20_ddnone_off2000_po0_cut1729_sdte1_emfixed_e0900_adja_tr200,6,2025-11-07 09:00:00,2025-11-07 13:54:00,4.9,102198.0,101815.0,102200.0,104200.0,99800.0,104000.0,100000.0,1802.0,2198.0,1,0.0,100,100,1.0,1,C-BTC-104200-081125,sell,100,385.39432361,382.55098248084437,0.7377745220848071,1.2059364000000001,194.63270539,196.94609937394182,0.8133873904143798,0,18.560488310690257,P-BTC-99800-081125,sell,100,391.86656844,388.97547673748164,0.7377745220848071,1.2059364000000001,332.42347908,334.8760148140802,1.201417,0,5.409946192340147,C-BTC-104000-071125,buy,100,87.39357033,92.34322146336635,5.6636330506653465,0.38137750464370307,3.19269864,3.011875904616817,0.012439047486067454,0,-8.933134555874954,P-BTC-100000-071125,buy,100,36.66747277,38.744183876645444,5.6636330506653465,0.1600134794105457,5.33467442,5.03253803640349,0.020784382090346415,0,-3.371164584024196,77.1526459218326,13.10874053400118,64.04390538783142,-4.2293432912228255,20.0,12.808781077566284,12.808781077566284,,,777.2608920499999,-2.4727066160000017,-0.46108483135344613,23.970434503030404,-12.30429913989915,11.666135363131254,5.001291604045043,1.8009683908687457,6.664843759086211,TARGET,fixed,2025-11-07 09:00:00,,,,,,0,0,0,premium_multiple,1.0,a,0
q100_pm1_tp20_ddnone_off2000_po0_cut1729_sdte1_emfixed_e0900_adja_tr200,7,2025-11-08 09:00:00,2025-11-08 09:25:00,0.4166666666666667,102974.0,102563.0,103000.0,104600.0,101000.0,104400.0,101200.0,1426.0,1774.0,1,0.0,100,100,1.0,1,C-BTC-104600-091125,sell,100,54.28007641,51.20585206251683,5.6636330506653465,0.21148016901819452,32.92558011,34.790364147233255,0.14368420392807335,0,1.6415487915283578,P-BTC-101000-091125,sell,100,55.28749876,52.15621770734244,5.6636330506653465,0.21540517913132431,83.21978779,87.933051195968,0.3631635014393479,0,-3.5776833488625566,C-BTC-104400-081125,buy,100,11.78895562,12.456638806822589,5.6636330506653465,0.05144591827217731,5.36319465,5.059442985231084,0.020895499529004376,0,-0.7397195821591506,P-BTC-101200-081125,buy,100,13.85552484,14.640250924181387,5.6636330506653465,0.06046423631686913,44.61632861,42.08942347685058,0.17382931895939288,0,2.744917255266919,10.336206976985927,2.709688973100398,7.626518003885529,-1.3045869698530352,20.0,1.525303600777106,1.525303600777106,,,109.56757517,-0.5330333390000006,-4.144995239265704,-1.9361345573341988,2.0051976731077685,0.06906311577356972,1.2403680265943837,1.7066618912264302,-1.171304910820814,TARGET,fixed,2025-11-08 09:00:00,,,,,,0,0,0,premium_multiple,1.0,a,0
q100_pm1_tp20_ddnone_off2000_po0_cut1729_sdte1_emfixed_e0900_adja_tr200,8,2025-11-09 09:00:00,2025-11-09 17:29:00,8.483333333333333,101564.0,102205.0,101600.0,104600.0,99600.0,103200.0,99800.0,1636.0,1764.0,1,0.0,100,100,1.0,1,C-BTC-104600-101125,sell,100,223.26120248,220.60753170236828,1.188594681097551,0.9111091059307811,171.95479698,173.99864255079638,0.7186143937347892,0,4.66088891515719,P-BTC-99600-101125,sell,100,242.32499486,239.44473286012413,1.188594681097551,0.9889067467123127,208.29181676,210.7675622151708,0.8704700319486556,0,2.8677170644953325,C-BTC-103200-091125,buy,100,9.40713592,9.939921579086132,5.6636330506653465,0.04105187612162573,0.0,0.0,0.0,1,-0.9939921579086133,P-BTC-99800-091125,buy,100,20.89784413,22.081421337023208,5.6636330506653465,0.09119627012190584,0.0,0.0,0.0,1,-2.208142133702321,46.00522645624925,3.202134291610934,42.803092164638315,-5.6064188856197195,20.0,8.560618432927663,8.560618432927663,,,465.58619734,-26.51033942600001,22.738533286436844,-18.311151806027944,-3.202134291610934,-21.51328609763888,5.8175018582610045,1.8299605556388803,-27.330787955899883,TIME_CUTOFF,fixed,2025-11-09 09:00:00,,,,,,0,0,0,premium_multiple,1.0,a,1
q100_pm1_tp20_ddnone_off2000_po0_cut1729_sdte1_emfixed_e0900_adja_tr200,9,2025-11-10 09:00:00,2025-11-10 15:56:00,6.933333333333334,105952.0,106227.0,106000.0,107600.0,104400.0,107400.0,104600.0,1448.0,1352.0,1,0.0,100,100,1.0,1,C-BTC-107600-111125,sell,100,528.98535204,525.0826328870882,0.7377745220848071,1.2502336,399.53126412,402.4789039944407,1.2534786,0,12.260372889264744,P-BTC-104400-111125,sell,100,499.47450453,495.7895088912683,0.7377745220848071,1.2502336,268.23014058,271.4183097640344,1.120957619325462,0,22.437119912723393,C-BTC-107400-101125,buy,100,115.99223723,117.37091479220184,1.188594681097551,0.48474187809179364,2.50449174,2.3626465180621765,0.00975773011959679,0,-11.500826827413967,P-BTC-104600-101125,buy,100,84.60163426,89.39316037935238,5.6636330506653465,0.36919375236672536,0.68738599,0.6484549698847167,0.0026781190256238807,0,-8.874470540946767,102.08721417783565,20.676407517155425,81.41080666068022,-4.730194677778289,20.0,16.282161332136045,16.282161332136045,,,1028.4598565699998,-1.2370699270000047,-14.063127284025214,34.69749280198813,-20.375297368360734,14.3221954336274,5.741274898929201,2.00745037737259,8.580920534698198,TARGET,fixed,2025-11-10 09:00:00,,,,,,0,0,0,premium_multiple,1.0,a,0
q100_pm1_tp20_ddnone_off2000_po0_cut1729_sdte1_emfixed_e0900_adja_tr200,10,2025-11-12 09:00:00,2025-11-12 17:29:00,8.483333333333333,103278.0,104955.0,103200.0,108800.0,101200.0,105000.0,101400.0,1722.0,1878.0,1,0.0,100,100,1.0,1,C-BTC-108800-131125,sell,100,59.81925704,56.431313827620095,5.6636330506653465,0.23306132610807104,44.34470427,46.85622559725553,0.19351621171666536,0,0.9575088230364565,P-BTC-101200-131125,sell,100,299.4470022,295.8877910591447,1.188594681097551,1.2186804000000002,64.29791822,67.9395163671977,0.2805902025965265,0,22.7948274691947,C-BTC-105000-121125,buy,100,37.93311816,40.0815107772577,5.6636330506653465,0.16553663951007427,0.0,0.0,0.0,1,-4.00815107772577,P-BTC-101400-121125,buy,100,30.76158167,32.503804776369535,5.6636330506653465,0.1342407137264062,0.0,0.0,0.0,1,-3.250380477636954,35.23191048867648,7.258531555362723,27.97337893331376,-6.087467305143006,20.0,5.594675786662752,5.594675786662752,,,359.26625923999995,-22.099997242,10.331578715304602,-17.184308611881058,-7.258531555362723,-24.44284016724378,4.681341193657744,2.495544473243777,-29.124181360901524,TIME_CUTOFF,fixed,2025-11-12 09:00:00,,,,,,0,0,0,premium_multiple,1.0,a,1
